question_id;question_text;survey_name;directorate
Q00236;Apa jenis pekerjaan utama Anda?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q00237;Apakah rumah memiliki sumber air minum layak?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q00238;Berapa jarak ke fasilitas kesehatan terdekat?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q00239;Apakah Anda pernah pindah tempat tinggal dalam lima tahun?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q00240;Apa jenis pekerjaan utama Anda?;Survei Hortikultura;Direktorat Statistik Pertanian
Q00241;Apakah Anda menggunakan internet untuk kegiatan usaha?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q00242;Apakah rumah tangga memelihara ternak dalam setahun terakhir?;Sensus Pertanian;Direktorat Statistik Pertanian
Q00243;Apakah Anda menggunakan pupuk subsidi?;Sensus Pertanian;Direktorat Statistik Pertanian
Q00244;Apakah Anda bekerja dalam seminggu terakhir?;Survei Industri;Direktorat Statistik Industri
Q00245;Apa hubungan Anda dengan kepala rumah tangga?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q00246;Apakah rumah memiliki sumber air minum layak?;Sensus Pertanian;Direktorat Statistik Pertanian
Q00247;Apa tingkat pendidikan tertinggi yang diselesaikan?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q00248;Apakah Anda menggunakan internet untuk kegiatan usaha?;Sensus Pertanian;Direktorat Statistik Pertanian
Q00249;Apakah Anda menggunakan internet untuk kegiatan usaha?;Sensus Pertanian;Direktorat Statistik Pertanian
Q00250;Bagaimana kondisi bangunan tempat tinggal?;Sensus Pertanian;Direktorat Statistik Pertanian
Q00251;Berapa jumlah pekerja tetap di usaha ini?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q00252;Apakah Anda menggunakan internet untuk kegiatan usaha?;Survei Hortikultura;Direktorat Statistik Pertanian
Q00253;Apakah Anda bekerja dalam seminggu terakhir?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q00254;Apakah rumah tangga memelihara ternak dalam setahun terakhir?;Survei Hortikultura;Direktorat Statistik Pertanian
Q00255;Berapa pengeluaran konsumsi pangan rumah tangga bulan lalu?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q00256;Apa tingkat pendidikan tertinggi yang diselesaikan?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q00257;Apakah Anda menggunakan internet untuk kegiatan usaha?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q00258;Apakah rumah memiliki sumber air minum layak?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q00259;Berapa luas lahan yang diusahakan rumah tangga?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q00260;Berapa jumlah pekerja tetap di usaha ini?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q00261;Apa hubungan Anda dengan kepala rumah tangga?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q00262;Apakah Anda bekerja dalam seminggu terakhir?;Survei Hortikultura;Direktorat Statistik Pertanian
Q00263;Apakah rumah memiliki sumber air minum layak?;Sensus Pertanian;Direktorat Statistik Pertanian
Q00264;Berapa produksi komoditas utama musim panen terakhir?;Survei Industri;Direktorat Statistik Industri
Q00265;Apakah Anda menggunakan pupuk subsidi?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q00266;Apakah Anda pernah pindah tempat tinggal dalam lima tahun?;Sensus Pertanian;Direktorat Statistik Pertanian
Q00267;Apakah usaha memiliki izin resmi?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q00268;Apa jenis pekerjaan utama Anda?;Survei Hortikultura;Direktorat Statistik Pertanian
Q00269;Berapa pendapatan usaha bulan lalu?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q00270;Apakah rumah memiliki sumber air minum layak?;Survei Industri;Direktorat Statistik Industri
Q00271;Apakah anggota rumah tangga memiliki jaminan kesehatan?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q00272;Apakah usaha memiliki izin resmi?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q00273;Apakah Anda pernah pindah tempat tinggal dalam lima tahun?;Sensus Pertanian;Direktorat Statistik Pertanian
Q00274;Apakah anggota rumah tangga memiliki jaminan kesehatan?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q00275;Apakah Anda bekerja dalam seminggu terakhir?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q00276;Berapa pengeluaran konsumsi pangan rumah tangga bulan lalu?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q00277;Apakah rumah tangga memelihara ternak dalam setahun terakhir?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q00278;Apakah anggota rumah tangga memiliki jaminan kesehatan?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q00279;Bagaimana kondisi bangunan tempat tinggal?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q00280;Berapa jumlah pekerja tetap di usaha ini?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q00281;Apakah rumah tangga memiliki akses sanitasi layak?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q00282;Berapa produksi komoditas utama musim panen terakhir?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q00283;Berapa jumlah pekerja tetap di usaha ini?;Sensus Pertanian;Direktorat Statistik Pertanian
Q00284;Apakah rumah memiliki sumber air minum layak?;Survei Industri;Direktorat Statistik Industri
Q00285;Berapa jumlah pekerja tetap di usaha ini?;Sensus Pertanian;Direktorat Statistik Pertanian
Q00286;Apakah Anda bekerja dalam seminggu terakhir?;Survei Industri;Direktorat Statistik Industri
Q00287;Apa jenis pekerjaan utama Anda?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q00288;Apakah Anda bekerja dalam seminggu terakhir?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q00289;Apa hubungan Anda dengan kepala rumah tangga?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q00290;Apakah Anda menggunakan internet untuk kegiatan usaha?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q00291;Apakah rumah tangga memelihara ternak dalam setahun terakhir?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q00292;Berapa pengeluaran konsumsi pangan rumah tangga bulan lalu?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q00293;Berapa jumlah anggota rumah tangga di tempat tinggal ini?;Survei Hortikultura;Direktorat Statistik Pertanian
Q00294;Apakah Anda menggunakan pupuk subsidi?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q00295;Apakah rumah tangga memiliki akses sanitasi layak?;Survei Industri;Direktorat Statistik Industri
Q00296;Berapa luas lahan yang diusahakan rumah tangga?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q00297;Berapa jumlah pekerja tetap di usaha ini?;Sensus Pertanian;Direktorat Statistik Pertanian
Q00298;Apakah rumah memiliki sumber air minum layak?;Sensus Pertanian;Direktorat Statistik Pertanian
Q00299;Apakah usaha memiliki izin resmi?;Survei Hortikultura;Direktorat Statistik Pertanian
Q00300;Berapa pendapatan usaha bulan lalu?;Sensus Pertanian;Direktorat Statistik Pertanian
Q00301;Apakah usaha memiliki izin resmi?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q00302;Apakah usaha memiliki izin resmi?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q00303;Bagaimana kondisi bangunan tempat tinggal?;Survei Industri;Direktorat Statistik Industri
Q00304;Berapa pengeluaran konsumsi pangan rumah tangga bulan lalu?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q00305;Apakah Anda menggunakan internet untuk kegiatan usaha?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q00306;Apakah rumah tangga memelihara ternak dalam setahun terakhir?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q00307;Berapa pengeluaran konsumsi pangan rumah tangga bulan lalu?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q00308;Berapa luas lahan yang diusahakan rumah tangga?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q00309;Apakah usaha memiliki izin resmi?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q00310;Apa hubungan Anda dengan kepala rumah tangga?;Survei Hortikultura;Direktorat Statistik Pertanian
Q00311;Apa tingkat pendidikan tertinggi yang diselesaikan?;Survei Industri;Direktorat Statistik Industri
Q00312;Apakah Anda menggunakan internet untuk kegiatan usaha?;Sensus Pertanian;Direktorat Statistik Pertanian
Q00313;Apa hubungan Anda dengan kepala rumah tangga?;Sensus Pertanian;Direktorat Statistik Pertanian
Q00314;Apakah rumah tangga memiliki akses sanitasi layak?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q00315;Berapa pengeluaran konsumsi pangan rumah tangga bulan lalu?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q00316;Berapa jumlah pekerja tetap di usaha ini?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q00317;Berapa pengeluaran konsumsi pangan rumah tangga bulan lalu?;Sensus Pertanian;Direktorat Statistik Pertanian
Q00318;Bagaimana kondisi bangunan tempat tinggal?;Sensus Pertanian;Direktorat Statistik Pertanian
Q00319;Berapa luas lahan yang diusahakan rumah tangga?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q00320;Apakah rumah memiliki sumber air minum layak?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q00321;Apakah Anda pernah pindah tempat tinggal dalam lima tahun?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q00322;Apakah Anda menggunakan pupuk subsidi?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q00323;Berapa jarak ke fasilitas kesehatan terdekat?;Sensus Pertanian;Direktorat Statistik Pertanian
Q00324;Berapa jumlah pekerja tetap di usaha ini?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q00325;Berapa jarak ke fasilitas kesehatan terdekat?;Survei Industri;Direktorat Statistik Industri
Q00326;Bagaimana kondisi bangunan tempat tinggal?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q00327;Apakah rumah tangga memiliki akses sanitasi layak?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q00328;Apa tingkat pendidikan tertinggi yang diselesaikan?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q00329;Berapa jarak ke fasilitas kesehatan terdekat?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q00330;Apakah Anda menggunakan pupuk subsidi?;Sensus Pertanian;Direktorat Statistik Pertanian
Q00331;Apakah Anda pernah pindah tempat tinggal dalam lima tahun?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q00332;Apakah rumah tangga memiliki akses sanitasi layak?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q00333;Berapa luas lahan yang diusahakan rumah tangga?;Survei Industri;Direktorat Statistik Industri
Q00334;Apa jenis pekerjaan utama Anda?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q00335;Apakah Anda pernah pindah tempat tinggal dalam lima tahun?;Survei Industri;Direktorat Statistik Industri
Q00336;Berapa luas lahan yang diusahakan rumah tangga?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q00337;Berapa luas lahan yang diusahakan rumah tangga?;Survei Hortikultura;Direktorat Statistik Pertanian
Q00338;Apakah rumah tangga memiliki akses sanitasi layak?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q00339;Apakah rumah memiliki sumber air minum layak?;Sensus Pertanian;Direktorat Statistik Pertanian
Q00340;Berapa produksi komoditas utama musim panen terakhir?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q00341;Apakah rumah tangga memiliki akses sanitasi layak?;Survei Industri;Direktorat Statistik Industri
Q00342;Berapa produksi komoditas utama musim panen terakhir?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q00343;Apakah rumah tangga memelihara ternak dalam setahun terakhir?;Sensus Pertanian;Direktorat Statistik Pertanian
Q00344;Apakah rumah tangga memiliki akses sanitasi layak?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q00345;Apakah usaha memiliki izin resmi?;Sensus Pertanian;Direktorat Statistik Pertanian
Q00346;Apa tingkat pendidikan tertinggi yang diselesaikan?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q00347;Apa tingkat pendidikan tertinggi yang diselesaikan?;Survei Industri;Direktorat Statistik Industri
Q00348;Apakah Anda bekerja dalam seminggu terakhir?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q00349;Apa tingkat pendidikan tertinggi yang diselesaikan?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q00350;Bagaimana kondisi bangunan tempat tinggal?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q00351;Apakah Anda bekerja dalam seminggu terakhir?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q00352;Apakah rumah tangga memiliki akses sanitasi layak?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q00353;Apakah Anda bekerja dalam seminggu terakhir?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q00354;Berapa jarak ke fasilitas kesehatan terdekat?;Survei Hortikultura;Direktorat Statistik Pertanian
Q00355;Apa hubungan Anda dengan kepala rumah tangga?;Survei Industri;Direktorat Statistik Industri
Q00356;Apakah Anda menggunakan pupuk subsidi?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q00357;Berapa produksi komoditas utama musim panen terakhir?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q00358;Apakah Anda pernah pindah tempat tinggal dalam lima tahun?;Sensus Pertanian;Direktorat Statistik Pertanian
Q00359;Berapa pengeluaran konsumsi pangan rumah tangga bulan lalu?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q00360;Berapa jumlah anggota rumah tangga di tempat tinggal ini?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q00361;Berapa jumlah pekerja tetap di usaha ini?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q00362;Apakah rumah memiliki sumber air minum layak?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q00363;Apakah anggota rumah tangga memiliki jaminan kesehatan?;Sensus Pertanian;Direktorat Statistik Pertanian
Q00364;Berapa pendapatan usaha bulan lalu?;Survei Industri;Direktorat Statistik Industri
Q00365;Apakah Anda menggunakan pupuk subsidi?;Sensus Pertanian;Direktorat Statistik Pertanian
Q00366;Berapa pengeluaran konsumsi pangan rumah tangga bulan lalu?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q00367;Berapa jumlah anggota rumah tangga di tempat tinggal ini?;Sensus Pertanian;Direktorat Statistik Pertanian
Q00368;Apakah Anda menggunakan pupuk subsidi?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q00369;Apakah anggota rumah tangga memiliki jaminan kesehatan?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q00370;Apakah anggota rumah tangga memiliki jaminan kesehatan?;Sensus Pertanian;Direktorat Statistik Pertanian
Q00371;Apakah Anda menggunakan internet untuk kegiatan usaha?;Survei Industri;Direktorat Statistik Industri
Q00372;Berapa jumlah pekerja tetap di usaha ini?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q00373;Apakah Anda menggunakan pupuk subsidi?;Survei Industri;Direktorat Statistik Industri
Q00374;Berapa jumlah pekerja tetap di usaha ini?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q00375;Apakah usaha memiliki izin resmi?;Survei Industri;Direktorat Statistik Industri
Q00376;Berapa pengeluaran konsumsi pangan rumah tangga bulan lalu?;Survei Industri;Direktorat Statistik Industri
Q00377;Berapa jumlah pekerja tetap di usaha ini?;Survei Industri;Direktorat Statistik Industri
Q00378;Berapa pendapatan usaha bulan lalu?;Sensus Pertanian;Direktorat Statistik Pertanian
Q00379;Apakah Anda menggunakan internet untuk kegiatan usaha?;Sensus Pertanian;Direktorat Statistik Pertanian
Q00380;Berapa produksi komoditas utama musim panen terakhir?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q00381;Berapa luas lahan yang diusahakan rumah tangga?;Survei Industri;Direktorat Statistik Industri
Q00382;Apakah usaha memiliki izin resmi?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q00383;Apakah anggota rumah tangga memiliki jaminan kesehatan?;Survei Industri;Direktorat Statistik Industri
Q00384;Apakah rumah memiliki sumber air minum layak?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q00385;Berapa pengeluaran konsumsi pangan rumah tangga bulan lalu?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q00386;Apa hubungan Anda dengan kepala rumah tangga?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q00387;Berapa jumlah pekerja tetap di usaha ini?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q00388;Apakah rumah tangga memelihara ternak dalam setahun terakhir?;Survei Industri;Direktorat Statistik Industri
Q00389;Berapa pengeluaran konsumsi pangan rumah tangga bulan lalu?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q00390;Apakah Anda pernah pindah tempat tinggal dalam lima tahun?;Survei Industri;Direktorat Statistik Industri
Q00391;Apakah rumah tangga memiliki akses sanitasi layak?;Survei Hortikultura;Direktorat Statistik Pertanian
Q00392;Berapa produksi komoditas utama musim panen terakhir?;Survei Industri;Direktorat Statistik Industri
Q00393;Berapa pendapatan usaha bulan lalu?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q00394;Apa jenis pekerjaan utama Anda?;Survei Hortikultura;Direktorat Statistik Pertanian
Q00395;Berapa jumlah pekerja tetap di usaha ini?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q00396;Apakah Anda menggunakan pupuk subsidi?;Survei Hortikultura;Direktorat Statistik Pertanian
Q00397;Apakah rumah tangga memelihara ternak dalam setahun terakhir?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q00398;Apakah Anda bekerja dalam seminggu terakhir?;Sensus Pertanian;Direktorat Statistik Pertanian
Q00399;Berapa jumlah pekerja tetap di usaha ini?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q00400;Berapa pendapatan usaha bulan lalu?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q00401;Apa tingkat pendidikan tertinggi yang diselesaikan?;Sensus Pertanian;Direktorat Statistik Pertanian
Q00402;Apakah Anda bekerja dalam seminggu terakhir?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q00403;Apakah rumah tangga memelihara ternak dalam setahun terakhir?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q00404;Apa tingkat pendidikan tertinggi yang diselesaikan?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
